port_name,country,lat,lon,source_file,lat_lon_status,vessel_count_total
Nemrut Bay,Türkiye,38.75643773,26.93150481,world_ports_master.csv,REAL,4928
Skelleftehamn,Sweden,64.67469283,21.26605932,world_ports_master.csv,REAL,293
Toamasina,Madagascar,-18.15789697,49.4263411,world_ports_master.csv,REAL,398
Samsun,Türkiye,41.26087063,36.41526479,world_ports_master.csv,REAL,2492
Fos,France,43.4375649,4.887000029,world_ports_master.csv,REAL,1281
Skutskär,Sweden,60.64852582,17.39737787,world_ports_master.csv,REAL,112
Tulear (Toliara),Madagascar,-23.37321861,43.66993419,world_ports_master.csv,REAL,61
Tekirdag,Türkiye,40.93188863,27.48687073,world_ports_master.csv,REAL,1646
Salaverry,Peru,-8.22602573,-78.98129178,world_ports_master.csv,REAL,201
La Pallice,France,46.16013916,-1.213359172,world_ports_master.csv,REAL,734
Södertälje,Sweden,59.24029018,17.61919114,world_ports_master.csv,REAL,653
Saint-Brieuc,France,48.52821971,-2.725249362,world_ports_master.csv,REAL,109
Caucedo,Dominican Republic,18.41885296,-69.63329978,world_ports_master.csv,REAL,1059
Pepillo Salcedo (Manzanillo),Dominican Republic,19.70628311,-71.74342548,world_ports_master.csv,REAL,22
Haina,Dominican Republic,18.41384253,-70.02213412,world_ports_master.csv,REAL,1322
Les Sables D' Olonne,France,46.49899037,-1.791610533,world_ports_master.csv,REAL,172
Toros Gubre,Türkiye,36.92590404,35.99101068,world_ports_master.csv,REAL,370
Lorient,France,47.73876259,-3.357400125,world_ports_master.csv,REAL,209
Puerto Plata,Dominican Republic,19.79999101,-70.69821992,world_ports_master.csv,REAL,226
Sölvesborg,Sweden,56.03921167,14.57945022,world_ports_master.csv,REAL,273
Augusta,Italy,37.19392264,15.1839322,world_ports_master.csv,REAL,1398
Stenungsund,Sweden,58.08521924,11.82042199,world_ports_master.csv,REAL,361
San Pedro De Macoris,Dominican Republic,18.44604634,-69.31037894,world_ports_master.csv,REAL,273
Trondheim,Norway,63.43889993,10.38391213,world_ports_master.csv,REAL,536
Stockholm,Sweden,59.32920519,18.10598896,world_ports_master.csv,REAL,350
Rethymnon,Greece,35.37005169,24.48015039,world_ports_master.csv,REAL,136
Marseille,France,43.33147923,5.347777517,world_ports_master.csv,REAL,711
Souda (Chania),Greece,35.5125421,24.06744474,world_ports_master.csv,REAL,226
Santo Domingo,Dominican Republic,18.47043993,-69.88004306,world_ports_master.csv,REAL,256
Hirtshals,Denmark,57.59160796,9.978419259,world_ports_master.csv,REAL,236
Thessaloníki,Greece,40.64127027,22.90726579,world_ports_master.csv,REAL,1705
Montoir,France,47.30270073,-2.128279076,world_ports_master.csv,REAL,1472
Stora Jatterson,Sweden,57.09271571,16.54645435,world_ports_master.csv,REAL,297
Trabzon,Türkiye,41.00369412,39.74137416,world_ports_master.csv,REAL,470
Sundsvall,Sweden,62.39638003,17.3748299,world_ports_master.csv,REAL,303
Yakacik,Türkiye,36.71363081,36.20476888,world_ports_master.csv,REAL,2707
Trelleborg,Sweden,55.37010002,13.15260406,world_ports_master.csv,REAL,108
Yalova,Türkiye,40.70423723,29.45337059,world_ports_master.csv,REAL,416
Umea Hamn,Sweden,63.69509074,20.33709393,world_ports_master.csv,REAL,284
Tsingéli,Greece,39.16431643,22.85294808,world_ports_master.csv,REAL,256
Varberg,Sweden,57.11530681,12.24396958,world_ports_master.csv,REAL,497
Zonguldak,Türkiye,41.50089364,31.87063822,world_ports_master.csv,REAL,521
Anguilla,Anguilla,18.19750881,-63.09072719,world_ports_master.csv,REAL,98
Point Murat,Australia,-21.95777415,114.1385188,world_ports_master.csv,REAL,0
Bristol,United Kingdom,51.49812082,-2.708767368,world_ports_master.csv,REAL,1070
Talara,Peru,-4.581080585,-81.28140118,world_ports_master.csv,REAL,134
Anacortes,United States,48.486777,-122.5688457,world_ports_master.csv,REAL,200
Ponta Delgada,Portugal,37.73642531,-25.66554762,world_ports_master.csv,REAL,478
Bari,Italy,41.13754542,16.86739093,world_ports_master.csv,REAL,564
Port Manatee,United States,27.63344969,-82.55715768,world_ports_master.csv,REAL,311
Vikanes,Norway,60.70621174,5.549629791,world_ports_master.csv,REAL,268
Horten,Norway,59.41280583,10.4900465,world_ports_master.csv,REAL,115
Hobro,Denmark,56.63960347,9.801145659,world_ports_master.csv,REAL,36
Algeciras,Spain,36.16592191,-5.414266528,world_ports_master.csv,REAL,5899
Brindisi,Italy,40.64050446,17.98109688,world_ports_master.csv,REAL,415
Barry,United Kingdom,51.40467255,-3.247119292,world_ports_master.csv,REAL,39
Kalundborg,Denmark,55.66586747,11.10060398,world_ports_master.csv,REAL,813
Baie De Kouaoua,New Caledonia,-21.4003154,165.8330009,world_ports_master.csv,REAL,12
